gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	logFC	pct_B1	pct_A1	comparison	target	direction
Chchd7	8.07380275127617e-18	-1.04600037362733	0.056	0.157	1.79117314037062e-13	-1.04600037362733	0.056	0.157	B1_vs_A1	vascular_gate	up_in_A1
Trappc6a	8.23484656887525e-18	-0.914076351260703	0.044	0.138	1.82690071130497e-13	-0.914076351260703	0.044	0.138	B1_vs_A1	vascular_gate	up_in_A1
Lgalsl	8.48162341243084e-18	-0.320885598206114	0.089	0.205	1.88164815404778e-13	-0.320885598206114	0.089	0.205	B1_vs_A1	vascular_gate	up_in_A1
Pdia4	8.66952316050046e-18	-0.721899164491622	0.064	0.17	1.92333371315703e-13	-0.721899164491622	0.064	0.17	B1_vs_A1	vascular_gate	up_in_A1
Hist1h4d	8.78804873733065e-18	-1.72455135472195	0.03	0.114	1.9496286123768e-13	-1.72455135472195	0.03	0.114	B1_vs_A1	vascular_gate	up_in_A1
Ndufa1	9.1987660489649e-18	-0.754337708170365	0.216	0.367	2.04074624796286e-13	-0.754337708170365	0.216	0.367	B1_vs_A1	vascular_gate	up_in_A1
Eif4a1	9.28024508934647e-18	-0.856557618557115	0.223	0.362	2.05882237307151e-13	-0.856557618557115	0.223	0.362	B1_vs_A1	vascular_gate	up_in_A1
Gse1	9.59288105754571e-18	2.61838621537105	0.158	0.075	2.12818066261652e-13	2.61838621537105	0.158	0.075	B1_vs_A1	vascular_gate	up_in_B1
Slc12a4	1.0080511497308e-17	-0.96714279004091	0.045	0.138	2.23636147567778e-13	-0.96714279004091	0.045	0.138	B1_vs_A1	vascular_gate	up_in_A1
Polr2i	1.0110105003841e-17	-0.584495667037529	0.081	0.195	2.24292679510212e-13	-0.584495667037529	0.081	0.195	B1_vs_A1	vascular_gate	up_in_A1
Fam3a	1.01316409381403e-17	-1.57010651697032	0.035	0.121	2.24770454212642e-13	-1.57010651697032	0.035	0.121	B1_vs_A1	vascular_gate	up_in_A1
Fam117b	1.05762186967568e-17	1.97556784131373	0.214	0.122	2.3463341178755e-13	1.97556784131373	0.214	0.122	B1_vs_A1	vascular_gate	up_in_B1
Cdkl5	1.07617604896585e-17	2.49651392357923	0.102	0.035	2.38749656463074e-13	2.49651392357923	0.102	0.035	B1_vs_A1	vascular_gate	up_in_B1
Lamp1	1.11266377741589e-17	-0.680478094707316	0.317	0.457	2.46844459019715e-13	-0.680478094707316	0.317	0.457	B1_vs_A1	vascular_gate	up_in_A1
Ndn	1.13394284403509e-17	-0.769202398727157	0.046	0.14	2.51565219949185e-13	-0.769202398727157	0.046	0.14	B1_vs_A1	vascular_gate	up_in_A1
Atox1	1.24943038612226e-17	-0.707649417276769	0.309	0.456	2.77186131161224e-13	-0.707649417276769	0.309	0.456	B1_vs_A1	vascular_gate	up_in_A1
Phf1	1.2754903197523e-17	-0.66761883534788	0.05	0.148	2.82967527437048e-13	-0.66761883534788	0.05	0.148	B1_vs_A1	vascular_gate	up_in_A1
Prr5l	1.30305541155052e-17	2.20835340825048	0.156	0.073	2.89082843052483e-13	2.20835340825048	0.156	0.073	B1_vs_A1	vascular_gate	up_in_B1
Plekha5	1.32167496012876e-17	2.50284704960735	0.182	0.096	2.93213589904566e-13	2.50284704960735	0.182	0.096	B1_vs_A1	vascular_gate	up_in_B1
Smu1	1.36560039868227e-17	-0.384789865852687	0.066	0.173	3.02958448447662e-13	-0.384789865852687	0.066	0.173	B1_vs_A1	vascular_gate	up_in_A1
Pdrg1	1.3775448787168e-17	-0.619287917479877	0.073	0.183	3.05608331343323e-13	-0.619287917479877	0.073	0.183	B1_vs_A1	vascular_gate	up_in_A1
Dnajb4	1.3899590737913e-17	-0.492251601405298	0.066	0.172	3.08362420520601e-13	-0.492251601405298	0.066	0.172	B1_vs_A1	vascular_gate	up_in_A1
Dnajb1	1.39679705589628e-17	-0.859142137376315	0.051	0.148	3.09879426850589e-13	-0.859142137376315	0.051	0.148	B1_vs_A1	vascular_gate	up_in_A1
Emp2	1.41096951124036e-17	-0.92158882124342	0.134	0.26	3.13023586068674e-13	-0.92158882124342	0.134	0.26	B1_vs_A1	vascular_gate	up_in_A1
Ppp3cc	1.41617485419387e-17	2.55480720323869	0.16	0.078	3.14178391402909e-13	2.55480720323869	0.16	0.078	B1_vs_A1	vascular_gate	up_in_B1
Lgmn	1.45289388072576e-17	-1.03426668826395	0.063	0.166	3.2232450743901e-13	-1.03426668826395	0.063	0.166	B1_vs_A1	vascular_gate	up_in_A1
Arih1	1.49457557946629e-17	1.96913120074779	0.255	0.167	3.31571592304596e-13	1.96913120074779	0.255	0.167	B1_vs_A1	vascular_gate	up_in_B1
Sspn	1.58350563059832e-17	-0.546941570370652	0.032	0.118	3.51300724148237e-13	-0.546941570370652	0.032	0.118	B1_vs_A1	vascular_gate	up_in_A1
Reep1	1.65337292394072e-17	3.1927759438342	0.114	0.043	3.66800783176249e-13	3.1927759438342	0.114	0.043	B1_vs_A1	vascular_gate	up_in_B1
Eif3i	1.6671377620124e-17	-0.700262913396976	0.134	0.266	3.69854512502451e-13	-0.700262913396976	0.134	0.266	B1_vs_A1	vascular_gate	up_in_A1
Pcdh19	1.68073375714556e-17	1.70878429164026	0.169	0.082	3.72870784022742e-13	1.70878429164026	0.169	0.082	B1_vs_A1	vascular_gate	up_in_B1
Tcim	1.74588905460027e-17	-2.01927552257073	0.028	0.108	3.87325486763069e-13	-2.01927552257073	0.028	0.108	B1_vs_A1	vascular_gate	up_in_A1
Arhgap5	1.76953109128738e-17	1.48044283636358	0.359	0.276	3.92570472602104e-13	1.48044283636358	0.359	0.276	B1_vs_A1	vascular_gate	up_in_B1
Rrp7a	1.83266943578552e-17	-0.675360164773105	0.044	0.136	4.06577714329017e-13	-0.675360164773105	0.044	0.136	B1_vs_A1	vascular_gate	up_in_A1
Prmt1	1.84313119703297e-17	-0.880638254679453	0.09	0.205	4.08898656061764e-13	-0.880638254679453	0.09	0.205	B1_vs_A1	vascular_gate	up_in_A1
Itih5	1.92192600777916e-17	0.518141672241403	0.302	0.178	4.26379284825807e-13	0.518141672241403	0.302	0.178	B1_vs_A1	vascular_gate	up_in_B1
Fam122a	1.92912267524743e-17	-1.38156853685945	0.029	0.112	4.27975865503641e-13	-1.38156853685945	0.029	0.112	B1_vs_A1	vascular_gate	up_in_A1
Tgfb1	2.00922402362064e-17	-1.01008856979725	0.089	0.199	4.45746349640239e-13	-1.01008856979725	0.089	0.199	B1_vs_A1	vascular_gate	up_in_A1
Actn4	2.05089851111162e-17	-0.996794677213992	0.297	0.412	4.54991834690114e-13	-0.996794677213992	0.297	0.412	B1_vs_A1	vascular_gate	up_in_A1
Smurf2	2.11132225743201e-17	1.98653814143622	0.235	0.146	4.68396842811291e-13	1.98653814143622	0.235	0.146	B1_vs_A1	vascular_gate	up_in_B1
Ocln	2.14467749207483e-17	1.21011672588181	0.282	0.181	4.75796701616801e-13	1.21011672588181	0.282	0.181	B1_vs_A1	vascular_gate	up_in_B1
Rabep1	2.16000598791695e-17	2.04356224566018	0.228	0.137	4.79197328419375e-13	2.04356224566018	0.228	0.137	B1_vs_A1	vascular_gate	up_in_B1
Laptm5	2.16126940664222e-17	-1.78885479345976	0.024	0.101	4.79477617863577e-13	-1.78885479345976	0.024	0.101	B1_vs_A1	vascular_gate	up_in_A1
Fbxw11	2.20393717620401e-17	2.19458004242762	0.201	0.113	4.8894346254086e-13	2.19458004242762	0.201	0.113	B1_vs_A1	vascular_gate	up_in_B1
Sf3b4	2.2218651340841e-17	-0.436725339494885	0.036	0.124	4.92920779996557e-13	-0.436725339494885	0.036	0.124	B1_vs_A1	vascular_gate	up_in_A1
Arhgap6	2.29170726286997e-17	2.94243821547412	0.16	0.078	5.08415256267702e-13	2.94243821547412	0.16	0.078	B1_vs_A1	vascular_gate	up_in_B1
Scand1	2.31173087749209e-17	-0.697711770323175	0.166	0.304	5.12857495171621e-13	-0.697711770323175	0.166	0.304	B1_vs_A1	vascular_gate	up_in_A1
Furin	2.34981476169392e-17	-0.68522624350228	0.074	0.183	5.21306404881796e-13	-0.68522624350228	0.074	0.183	B1_vs_A1	vascular_gate	up_in_A1
Rpn1	2.3532742890314e-17	-0.947516052038707	0.113	0.235	5.22073901021617e-13	-0.947516052038707	0.113	0.235	B1_vs_A1	vascular_gate	up_in_A1
Hcfc1r1	2.43253085617423e-17	-0.786014282014785	0.147	0.277	5.39656970442253e-13	-0.786014282014785	0.147	0.277	B1_vs_A1	vascular_gate	up_in_A1
Ier3ip1	2.5302531198704e-17	-0.671041332694514	0.121	0.248	5.61336654643248e-13	-0.671041332694514	0.121	0.248	B1_vs_A1	vascular_gate	up_in_A1
Ube2s	2.54643881889406e-17	-0.586888273227612	0.151	0.288	5.64927451971648e-13	-0.586888273227612	0.151	0.288	B1_vs_A1	vascular_gate	up_in_A1
Fam222b	2.56033619911089e-17	2.7949912251821	0.165	0.082	5.6801058577275e-13	2.7949912251821	0.165	0.082	B1_vs_A1	vascular_gate	up_in_B1
Lsm3	2.64639190387792e-17	-0.767535017217853	0.051	0.148	5.87102043875317e-13	-0.767535017217853	0.051	0.148	B1_vs_A1	vascular_gate	up_in_A1
Mtmr3	2.92048747543686e-17	2.09209693698514	0.216	0.128	6.47910146425668e-13	2.09209693698514	0.216	0.128	B1_vs_A1	vascular_gate	up_in_B1
Atp5b	2.97971618962568e-17	-0.675467669119834	0.389	0.522	6.61050036668456e-13	-0.675467669119834	0.389	0.522	B1_vs_A1	vascular_gate	up_in_A1
Msra	3.04302640361159e-17	3.02556788318149	0.134	0.059	6.75095407641231e-13	3.02556788318149	0.134	0.059	B1_vs_A1	vascular_gate	up_in_B1
Hsd17b10	3.08706579499734e-17	-0.992764548664071	0.08	0.19	6.8486554662016e-13	-0.992764548664071	0.08	0.19	B1_vs_A1	vascular_gate	up_in_A1
Rab3d	3.14372561790243e-17	-0.859961018109132	0.029	0.11	6.97435528331654e-13	-0.859961018109132	0.029	0.11	B1_vs_A1	vascular_gate	up_in_A1
Cnpy3	3.16630224124311e-17	-0.740079982443497	0.046	0.14	7.02444152219785e-13	-0.740079982443497	0.046	0.14	B1_vs_A1	vascular_gate	up_in_A1
Wnt5a	3.17386560340571e-17	-2.62905064974581	0.033	0.114	7.04122084115557e-13	-2.62905064974581	0.033	0.114	B1_vs_A1	vascular_gate	up_in_A1
Supt3	3.19512553894554e-17	2.68559616947171	0.112	0.042	7.08838600815068e-13	2.68559616947171	0.112	0.042	B1_vs_A1	vascular_gate	up_in_B1
Ctdsp2	3.27353808778545e-17	-0.78756092727785	0.151	0.283	7.26234424775201e-13	-0.78756092727785	0.151	0.283	B1_vs_A1	vascular_gate	up_in_A1
Abl2	3.37014705830493e-17	2.6573255399139	0.16	0.078	7.4766712488495e-13	2.6573255399139	0.16	0.078	B1_vs_A1	vascular_gate	up_in_B1
S100b	3.39524119965555e-17	0.662649790718636	0.214	0.11	7.53234260143584e-13	0.662649790718636	0.214	0.11	B1_vs_A1	vascular_gate	up_in_B1
Tbck	3.49388427497696e-17	2.47907344286352	0.146	0.067	7.75118226403638e-13	2.47907344286352	0.146	0.067	B1_vs_A1	vascular_gate	up_in_B1
Map2k4	3.55875466297518e-17	2.63741813541315	0.167	0.085	7.89509721981044e-13	2.63741813541315	0.167	0.085	B1_vs_A1	vascular_gate	up_in_B1
Hs3st1	3.65228544458699e-17	-1.1332331963141	0.07	0.173	8.10259525881623e-13	-1.1332331963141	0.07	0.173	B1_vs_A1	vascular_gate	up_in_A1
Atp5l	3.66482995689916e-17	-0.663493205970442	0.387	0.528	8.13042525938078e-13	-0.663493205970442	0.387	0.528	B1_vs_A1	vascular_gate	up_in_A1
Srpr	3.68498892022304e-17	-0.961445581049837	0.145	0.274	8.17514791951481e-13	-0.961445581049837	0.145	0.274	B1_vs_A1	vascular_gate	up_in_A1
AI837181	3.68528725443419e-17	-0.922975665422361	0.053	0.149	8.17580977396226e-13	-0.922975665422361	0.053	0.149	B1_vs_A1	vascular_gate	up_in_A1
Ttll5	3.84269204072357e-17	2.47802753558949	0.123	0.05	8.52501229234524e-13	2.47802753558949	0.123	0.05	B1_vs_A1	vascular_gate	up_in_B1
Rtcb	3.86915462447901e-17	-0.796844998432331	0.087	0.202	8.58371953440669e-13	-0.796844998432331	0.087	0.202	B1_vs_A1	vascular_gate	up_in_A1
Fosl2	3.91758170423236e-17	-0.806520744642709	0.049	0.142	8.69115501083949e-13	-0.806520744642709	0.049	0.142	B1_vs_A1	vascular_gate	up_in_A1
Ash1l	4.0252273635512e-17	1.44166028094424	0.34	0.256	8.92996690603835e-13	1.44166028094424	0.34	0.256	B1_vs_A1	vascular_gate	up_in_B1
Txndc9	4.07962014951198e-17	-0.728624790393824	0.104	0.222	9.05063730169234e-13	-0.728624790393824	0.104	0.222	B1_vs_A1	vascular_gate	up_in_A1
Ssbp1	4.43190710684858e-17	-0.789940353270198	0.065	0.168	9.83218591654356e-13	-0.789940353270198	0.065	0.168	B1_vs_A1	vascular_gate	up_in_A1
Bola1	4.44811376731922e-17	-1.65892343388441	0.039	0.126	9.86814039279769e-13	-1.65892343388441	0.039	0.126	B1_vs_A1	vascular_gate	up_in_A1
Plp1	4.54942708499311e-17	1.27040293699997	0.165	0.077	1.00929039880572e-12	1.27040293699997	0.165	0.077	B1_vs_A1	vascular_gate	up_in_B1
Kdm4c	4.91438782007161e-17	2.91443892390451	0.165	0.084	1.09025693788289e-12	2.91443892390451	0.165	0.084	B1_vs_A1	vascular_gate	up_in_B1
Lin7a	4.96114949947497e-17	2.32117333692926	0.114	0.043	1.10063101645852e-12	2.32117333692926	0.114	0.043	B1_vs_A1	vascular_gate	up_in_B1
Arhgef9	5.01349088781672e-17	3.21878960775795	0.112	0.043	1.11224295346214e-12	3.21878960775795	0.112	0.043	B1_vs_A1	vascular_gate	up_in_B1
Nsmce4a	5.05240353308155e-17	-0.555683774784357	0.103	0.223	1.12087572381414e-12	-0.555683774784357	0.103	0.223	B1_vs_A1	vascular_gate	up_in_A1
Ube2i	5.15822837241257e-17	-0.635799703415049	0.124	0.252	1.14435296441973e-12	-0.635799703415049	0.124	0.252	B1_vs_A1	vascular_gate	up_in_A1
Polr2j	5.22141429688603e-17	-0.746691373579172	0.104	0.224	1.15837076176417e-12	-0.746691373579172	0.104	0.224	B1_vs_A1	vascular_gate	up_in_A1
Hmgn1	5.41338487991443e-17	-0.790246532323174	0.226	0.364	1.20095943560902e-12	-0.790246532323174	0.226	0.364	B1_vs_A1	vascular_gate	up_in_A1
Snapc5	5.49824903619485e-17	-0.888095220633004	0.09	0.203	1.21978654867983e-12	-0.888095220633004	0.09	0.203	B1_vs_A1	vascular_gate	up_in_A1
Mrpl32	5.67419826309372e-17	-0.919385246090127	0.047	0.139	1.25882088466734e-12	-0.919385246090127	0.047	0.139	B1_vs_A1	vascular_gate	up_in_A1
Zcchc7	5.74666418125824e-17	2.28385763001276	0.274	0.192	1.27489744861214e-12	2.28385763001276	0.274	0.192	B1_vs_A1	vascular_gate	up_in_B1
Psma6	5.7787589456829e-17	-0.840035683118358	0.165	0.301	1.28201767209975e-12	-0.840035683118358	0.165	0.301	B1_vs_A1	vascular_gate	up_in_A1
Plcb4	5.95144360496635e-17	1.36048519670278	0.352	0.266	1.32032776376178e-12	1.36048519670278	0.352	0.266	B1_vs_A1	vascular_gate	up_in_B1
Psma5	6.0589325259695e-17	-0.505516494471059	0.125	0.251	1.34417418088633e-12	-0.505516494471059	0.125	0.251	B1_vs_A1	vascular_gate	up_in_A1
Fam219a	6.06892702566748e-17	2.88436582837988	0.138	0.062	1.34639146064433e-12	2.88436582837988	0.138	0.062	B1_vs_A1	vascular_gate	up_in_B1
Plin2	6.35662192404575e-17	-1.34575344317031	0.058	0.156	1.41021657384955e-12	-1.34575344317031	0.058	0.156	B1_vs_A1	vascular_gate	up_in_A1
Ctbp2	6.43300624125994e-17	-0.804076682572622	0.077	0.184	1.42716243462352e-12	-0.804076682572622	0.077	0.184	B1_vs_A1	vascular_gate	up_in_A1
Mical1	7.10355053878323e-17	-1.35680588398096	0.036	0.121	1.57592268702906e-12	-1.35680588398096	0.036	0.121	B1_vs_A1	vascular_gate	up_in_A1
Rpain	7.15490964913912e-17	-1.05227203073122	0.036	0.122	1.58731670566152e-12	-1.05227203073122	0.036	0.122	B1_vs_A1	vascular_gate	up_in_A1
Rps18	7.1589022935872e-17	-0.492425945432343	0.607	0.668	1.58820247383232e-12	-0.492425945432343	0.607	0.668	B1_vs_A1	vascular_gate	up_in_A1
Ndufb7	7.60483244171931e-17	-0.619782535004147	0.247	0.395	1.68713207719543e-12	-0.619782535004147	0.247	0.395	B1_vs_A1	vascular_gate	up_in_A1
Cnih4	7.60511104428249e-17	-0.652438960961681	0.115	0.238	1.68719388517407e-12	-0.652438960961681	0.115	0.238	B1_vs_A1	vascular_gate	up_in_A1
Luc7l2	7.70491666853334e-17	1.13094459356418	0.42	0.343	1.70933576291412e-12	1.13094459356418	0.42	0.343	B1_vs_A1	vascular_gate	up_in_B1
Kars	8.09161904406913e-17	-0.723355453150836	0.05	0.144	1.79512568492674e-12	-0.723355453150836	0.05	0.144	B1_vs_A1	vascular_gate	up_in_A1
Slc24a5	8.1539922407772e-17	-1.48223636338155	0.031	0.112	1.80896317861642e-12	-1.48223636338155	0.031	0.112	B1_vs_A1	vascular_gate	up_in_A1
Dock6	8.22399312238099e-17	2.15931984806173	0.281	0.197	1.82449287420022e-12	2.15931984806173	0.281	0.197	B1_vs_A1	vascular_gate	up_in_B1
Rngtt	8.63445531629485e-17	2.64646184208083	0.137	0.061	1.91555391192001e-12	2.64646184208083	0.137	0.061	B1_vs_A1	vascular_gate	up_in_B1
Bud31	8.76572462727509e-17	-0.843555590212221	0.064	0.164	1.94467600856098e-12	-0.843555590212221	0.064	0.164	B1_vs_A1	vascular_gate	up_in_A1
Gnl3	8.89842381644383e-17	-0.708033737808731	0.035	0.119	1.97411532367806e-12	-0.708033737808731	0.035	0.119	B1_vs_A1	vascular_gate	up_in_A1
Galnt18	9.20551391503561e-17	2.83366002770947	0.151	0.072	2.04224326205065e-12	2.83366002770947	0.151	0.072	B1_vs_A1	vascular_gate	up_in_B1
Gtf2b	9.55409553704376e-17	-0.675208557052402	0.06	0.159	2.11957609489316e-12	-0.675208557052402	0.06	0.159	B1_vs_A1	vascular_gate	up_in_A1
Cir1	9.57972972348625e-17	-0.794456421126676	0.094	0.208	2.12526303915543e-12	-0.794456421126676	0.094	0.208	B1_vs_A1	vascular_gate	up_in_A1
Snx21	9.99358492133075e-17	-0.626954408804589	0.061	0.159	2.21707681479723e-12	-0.626954408804589	0.061	0.159	B1_vs_A1	vascular_gate	up_in_A1
Ppp1r13b	1.0003754813639e-16	1.88979885033254	0.217	0.128	2.21933300540582e-12	1.88979885033254	0.217	0.128	B1_vs_A1	vascular_gate	up_in_B1
Il17rc	1.00148342175853e-16	-1.06848278740113	0.032	0.115	2.22179097117131e-12	-1.06848278740113	0.032	0.115	B1_vs_A1	vascular_gate	up_in_A1
Fxyd5	1.00879530738564e-16	-1.09063884824959	0.22	0.342	2.23801238943505e-12	-1.09063884824959	0.22	0.342	B1_vs_A1	vascular_gate	up_in_A1
Mafk	1.03365284439928e-16	-0.72631940562133	0.048	0.14	2.2931588352998e-12	-0.72631940562133	0.048	0.14	B1_vs_A1	vascular_gate	up_in_A1
Shank3	1.05738253492277e-16	1.64373651246408	0.206	0.116	2.34580315372616e-12	1.64373651246408	0.206	0.116	B1_vs_A1	vascular_gate	up_in_B1
Pgm2l1	1.08008465404936e-16	2.6208999536347	0.148	0.07	2.3961678050085e-12	2.6208999536347	0.148	0.07	B1_vs_A1	vascular_gate	up_in_B1
Psma4	1.11457194168884e-16	-0.592332952916688	0.145	0.276	2.4726778526367e-12	-0.592332952916688	0.145	0.276	B1_vs_A1	vascular_gate	up_in_A1
Fgfr2	1.1325214087124e-16	1.98385472456272	0.112	0.043	2.51249874522847e-12	1.98385472456272	0.112	0.043	B1_vs_A1	vascular_gate	up_in_B1
Psmb3	1.21447139892602e-16	-0.778746285868114	0.174	0.313	2.69430479851738e-12	-0.778746285868114	0.174	0.313	B1_vs_A1	vascular_gate	up_in_A1
Eif5b	1.25473808747928e-16	-0.699261387946348	0.162	0.294	2.78363644707279e-12	-0.699261387946348	0.162	0.294	B1_vs_A1	vascular_gate	up_in_A1
Ubr3	1.29386900954746e-16	1.91420373364488	0.246	0.159	2.87044839768103e-12	1.91420373364488	0.246	0.159	B1_vs_A1	vascular_gate	up_in_B1
Msrb1	1.29622181344871e-16	-0.770957367455494	0.048	0.14	2.87566809313597e-12	-0.770957367455494	0.048	0.14	B1_vs_A1	vascular_gate	up_in_A1
Mcl1	1.32431899974529e-16	-0.979703971681763	0.219	0.346	2.93800170093493e-12	-0.979703971681763	0.219	0.346	B1_vs_A1	vascular_gate	up_in_A1
Ppm1m	1.34728312760138e-16	-0.774505993160247	0.043	0.131	2.98894761858366e-12	-0.774505993160247	0.043	0.131	B1_vs_A1	vascular_gate	up_in_A1
Trappc1	1.35498169983499e-16	-0.923287247837577	0.045	0.135	3.00602690108393e-12	-0.923287247837577	0.045	0.135	B1_vs_A1	vascular_gate	up_in_A1
Acaa1a	1.3818194441863e-16	-0.477404061808241	0.099	0.216	3.06556643692731e-12	-0.477404061808241	0.099	0.216	B1_vs_A1	vascular_gate	up_in_A1
Rnd2	1.38991785368728e-16	2.52794488988588	0.1	0.035	3.08353275840523e-12	2.52794488988588	0.1	0.035	B1_vs_A1	vascular_gate	up_in_B1
Creb3	1.41434644316664e-16	-0.403524535721773	0.05	0.143	3.1377275841652e-12	-0.403524535721773	0.05	0.143	B1_vs_A1	vascular_gate	up_in_A1
Tomm7	1.5683346959064e-16	-0.66306111485782	0.283	0.429	3.47935052286834e-12	-0.66306111485782	0.283	0.429	B1_vs_A1	vascular_gate	up_in_A1
Lmo7	1.57592531848377e-16	2.0510277098848	0.199	0.113	3.49619031905624e-12	2.0510277098848	0.199	0.113	B1_vs_A1	vascular_gate	up_in_B1
Bex3	1.70643869276264e-16	-0.68084360393171	0.102	0.219	3.78573423989391e-12	-0.68084360393171	0.102	0.219	B1_vs_A1	vascular_gate	up_in_A1
Elovl1	1.75568059922129e-16	-0.787499330201021	0.064	0.163	3.89497740937244e-12	-0.787499330201021	0.064	0.163	B1_vs_A1	vascular_gate	up_in_A1
Atp5g1	1.77111633376386e-16	-0.77308253995365	0.265	0.415	3.92922158645512e-12	-0.77308253995365	0.265	0.415	B1_vs_A1	vascular_gate	up_in_A1
Plpp1	1.77953296775975e-16	-1.50106779905491	0.087	0.196	3.947893888975e-12	-1.50106779905491	0.087	0.196	B1_vs_A1	vascular_gate	up_in_A1
Ostc	1.78320373001783e-16	-0.89462654879559	0.117	0.238	3.95603747504456e-12	-0.89462654879559	0.117	0.238	B1_vs_A1	vascular_gate	up_in_A1
Phb	1.78970666682238e-16	-0.937746716929864	0.081	0.188	3.97046424034544e-12	-0.937746716929864	0.081	0.188	B1_vs_A1	vascular_gate	up_in_A1
Cap1	1.81928561883727e-16	-0.658218067660813	0.104	0.221	4.03608514539047e-12	-0.658218067660813	0.104	0.221	B1_vs_A1	vascular_gate	up_in_A1
Romo1	1.85218343668975e-16	-0.765274650961848	0.185	0.323	4.1090689542962e-12	-0.765274650961848	0.185	0.323	B1_vs_A1	vascular_gate	up_in_A1
Nr4a1	1.90475963341969e-16	-0.765169193006033	0.06	0.157	4.22570924674158e-12	-0.765169193006033	0.06	0.157	B1_vs_A1	vascular_gate	up_in_A1
Unc50	1.90829782727589e-16	-0.703840691531859	0.111	0.232	4.23355872981155e-12	-0.703840691531859	0.111	0.232	B1_vs_A1	vascular_gate	up_in_A1
Tmem59	1.94205552162289e-16	-0.709340602776794	0.293	0.432	4.30845017472037e-12	-0.709340602776794	0.293	0.432	B1_vs_A1	vascular_gate	up_in_A1
Psmd3	1.97270947476088e-16	-0.50620798667075	0.097	0.213	4.37645596975701e-12	-0.50620798667075	0.097	0.213	B1_vs_A1	vascular_gate	up_in_A1
Pdcd6	2.01046348847809e-16	-0.597218117978344	0.136	0.265	4.46021324918863e-12	-0.597218117978344	0.136	0.265	B1_vs_A1	vascular_gate	up_in_A1
Prorsd1	2.03742885056798e-16	-1.88527655858382	0.026	0.102	4.52003590498506e-12	-1.88527655858382	0.026	0.102	B1_vs_A1	vascular_gate	up_in_A1
Dcaf6	2.05598884374568e-16	2.30632380947773	0.16	0.08	4.56121124984979e-12	2.30632380947773	0.16	0.08	B1_vs_A1	vascular_gate	up_in_B1
Zfp511	2.07164956072143e-16	-1.15957163795072	0.026	0.102	4.5959545504605e-12	-1.15957163795072	0.026	0.102	B1_vs_A1	vascular_gate	up_in_A1
Prkar1b	2.09224120830224e-16	3.10618752842123	0.121	0.05	4.64163712061852e-12	3.10618752842123	0.121	0.05	B1_vs_A1	vascular_gate	up_in_B1
Sar1a	2.29770171887094e-16	-0.85242967165522	0.131	0.254	5.09745126331518e-12	-0.85242967165522	0.131	0.254	B1_vs_A1	vascular_gate	up_in_A1
Plbd2	2.31005149991167e-16	-1.08037273868184	0.058	0.154	5.12484925255405e-12	-1.08037273868184	0.058	0.154	B1_vs_A1	vascular_gate	up_in_A1
Rps23	2.36515321604706e-16	-0.365934999900482	0.723	0.753	5.2470924098004e-12	-0.365934999900482	0.723	0.753	B1_vs_A1	vascular_gate	up_in_A1
Ybx3	2.4092523782028e-16	-0.664556594114155	0.177	0.309	5.34492640104292e-12	-0.664556594114155	0.177	0.309	B1_vs_A1	vascular_gate	up_in_A1
Gstm1	2.45208772441798e-16	1.0942590971111	0.386	0.296	5.4399566166213e-12	1.0942590971111	0.386	0.296	B1_vs_A1	vascular_gate	up_in_B1
Cwc15	2.51680056819014e-16	-0.76968108159687	0.159	0.291	5.58352206052983e-12	-0.76968108159687	0.159	0.291	B1_vs_A1	vascular_gate	up_in_A1
Lrp10	2.52107665619853e-16	-0.717721066474597	0.094	0.205	5.59300856177644e-12	-0.717721066474597	0.094	0.205	B1_vs_A1	vascular_gate	up_in_A1
Epb41l1	2.55020496915519e-16	2.44007341693196	0.141	0.065	5.65762972407079e-12	2.44007341693196	0.141	0.065	B1_vs_A1	vascular_gate	up_in_B1
Erp29	2.57657647150883e-16	-0.430107224841352	0.16	0.297	5.71613490204233e-12	-0.430107224841352	0.16	0.297	B1_vs_A1	vascular_gate	up_in_A1
Nsmf	2.66067440101088e-16	2.73855423016266	0.182	0.1	5.90270615864264e-12	2.73855423016266	0.182	0.1	B1_vs_A1	vascular_gate	up_in_B1
Stip1	2.78754616689779e-16	-0.772635710317683	0.064	0.163	6.18417117126275e-12	-0.772635710317683	0.064	0.163	B1_vs_A1	vascular_gate	up_in_A1
Plekhh3	2.90502543467e-16	-0.944625204472934	0.039	0.124	6.4447989268154e-12	-0.944625204472934	0.039	0.124	B1_vs_A1	vascular_gate	up_in_A1
Rev3l	2.93757867616269e-16	2.46913734646837	0.149	0.072	6.51701829306693e-12	2.46913734646837	0.149	0.072	B1_vs_A1	vascular_gate	up_in_B1
Sharpin	2.94921635467932e-16	-0.609293811409237	0.032	0.112	6.54283648285607e-12	-0.609293811409237	0.032	0.112	B1_vs_A1	vascular_gate	up_in_A1
Zfr	3.06012750738098e-16	1.39333941494366	0.301	0.214	6.78889287512471e-12	1.39333941494366	0.301	0.214	B1_vs_A1	vascular_gate	up_in_B1
Cav1	3.07758074475193e-16	-0.842548887770258	0.173	0.299	6.82761288223215e-12	-0.842548887770258	0.173	0.299	B1_vs_A1	vascular_gate	up_in_A1
Twsg1	3.19049958952539e-16	-1.07753719900714	0.058	0.151	7.07812333936207e-12	-1.07753719900714	0.058	0.151	B1_vs_A1	vascular_gate	up_in_A1
