gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	logFC	pct_B1	pct_A1	comparison	target	direction
Rbm27	0.169612440829845	0.473995675519812	0.134	0.16	1	0.473995675519812	0.134	0.16	B1_vs_A1	vascular_gate	up_in_B1
Ppfibp1	0.169651452919637	0.576513859937413	0.264	0.27	1	0.576513859937413	0.264	0.27	B1_vs_A1	vascular_gate	up_in_B1
Psmd14	0.170101922368735	0.933033718337797	0.142	0.136	1	0.933033718337797	0.142	0.136	B1_vs_A1	vascular_gate	up_in_B1
Myh10	0.170454384175738	0.913366954423983	0.158	0.152	1	0.913366954423983	0.158	0.152	B1_vs_A1	vascular_gate	up_in_B1
Nrp1	0.170878293159926	0.347693262907523	0.271	0.271	1	0.347693262907523	0.271	0.271	B1_vs_A1	vascular_gate	up_in_B1
Spata6	0.17092400391847	0.725422514887022	0.107	0.13	1	0.725422514887022	0.107	0.13	B1_vs_A1	vascular_gate	up_in_B1
Zbtb44	0.171071113883463	1.31360727260518	0.125	0.119	1	1.31360727260518	0.125	0.119	B1_vs_A1	vascular_gate	up_in_B1
Tcerg1	0.172862054577889	0.716158022305479	0.102	0.124	1	0.716158022305479	0.102	0.124	B1_vs_A1	vascular_gate	up_in_B1
Crkl	0.173274058458641	0.844732852885338	0.083	0.102	1	0.844732852885338	0.083	0.102	B1_vs_A1	vascular_gate	up_in_B1
Fchsd2	0.174301406723063	1.1838303520318	0.168	0.166	1	1.1838303520318	0.168	0.166	B1_vs_A1	vascular_gate	up_in_B1
Stat2	0.176432147379642	0.823649544617654	0.095	0.116	1	0.823649544617654	0.095	0.116	B1_vs_A1	vascular_gate	up_in_B1
Setd3	0.177493797408001	0.4546555890097	0.177	0.213	1	0.4546555890097	0.177	0.213	B1_vs_A1	vascular_gate	up_in_B1
Vmp1	0.177891833903874	0.780293105699627	0.14	0.17	1	0.780293105699627	0.14	0.17	B1_vs_A1	vascular_gate	up_in_B1
Mospd2	0.178105342975303	0.477255046334055	0.086	0.105	1	0.477255046334055	0.086	0.105	B1_vs_A1	vascular_gate	up_in_B1
Rad23b	0.178443064720687	0.48190691563802	0.153	0.185	1	0.48190691563802	0.153	0.185	B1_vs_A1	vascular_gate	up_in_B1
Prpf39	0.178649806700504	0.967811213151644	0.119	0.145	1	0.967811213151644	0.119	0.145	B1_vs_A1	vascular_gate	up_in_B1
Ctnna1	0.179589302464603	0.0579098656049161	0.301	0.349	1	0.0579098656049161	0.301	0.349	B1_vs_A1	vascular_gate	up_in_B1
B3gat3	0.17960537628837	0.760976214721233	0.118	0.143	1	0.760976214721233	0.118	0.143	B1_vs_A1	vascular_gate	up_in_B1
Myo9b	0.1801265805934	0.721258682466145	0.084	0.103	1	0.721258682466145	0.084	0.103	B1_vs_A1	vascular_gate	up_in_B1
Pik3r1	0.181254552744189	0.737428284443948	0.211	0.211	1	0.737428284443948	0.211	0.211	B1_vs_A1	vascular_gate	up_in_B1
Smchd1	0.182054393663043	1.00974215400661	0.205	0.208	1	1.00974215400661	0.205	0.208	B1_vs_A1	vascular_gate	up_in_B1
Pogz	0.183980788994574	1.33357046970881	0.101	0.093	1	1.33357046970881	0.101	0.093	B1_vs_A1	vascular_gate	up_in_B1
Arl2bp	0.184710094202327	0.695852241646866	0.247	0.252	1	0.695852241646866	0.247	0.252	B1_vs_A1	vascular_gate	up_in_B1
Sik1	0.188823812979079	1.06054370827983	0.121	0.113	1	1.06054370827983	0.121	0.113	B1_vs_A1	vascular_gate	up_in_B1
Foxo3	0.189562254711943	1.18677865432473	0.139	0.134	1	1.18677865432473	0.139	0.134	B1_vs_A1	vascular_gate	up_in_B1
Atad1	0.19089980182785	0.455043564130361	0.104	0.126	1	0.455043564130361	0.104	0.126	B1_vs_A1	vascular_gate	up_in_B1
Pkia	0.19164912791832	1.3668988182994	0.082	0.1	1	1.3668988182994	0.082	0.1	B1_vs_A1	vascular_gate	up_in_B1
Hnrnpdl	0.191656891825157	0.504640734913636	0.199	0.238	1	0.504640734913636	0.199	0.238	B1_vs_A1	vascular_gate	up_in_B1
Capza2	0.192414048252245	0.183401193833138	0.278	0.327	1	0.183401193833138	0.278	0.327	B1_vs_A1	vascular_gate	up_in_B1
Higd1b	0.19275061389701	0.587377926606096	0.116	0.103	1	0.587377926606096	0.116	0.103	B1_vs_A1	vascular_gate	up_in_B1
Capza1	0.193340328268152	0.555249410703866	0.124	0.151	1	0.555249410703866	0.124	0.151	B1_vs_A1	vascular_gate	up_in_B1
Ogdh	0.193461779767738	0.91524922281974	0.197	0.197	1	0.91524922281974	0.197	0.197	B1_vs_A1	vascular_gate	up_in_B1
Ddx58	0.193978691437469	0.565849113657973	0.094	0.114	1	0.565849113657973	0.094	0.114	B1_vs_A1	vascular_gate	up_in_B1
Sec16a	0.194182186576901	0.854442962060594	0.083	0.101	1	0.854442962060594	0.083	0.101	B1_vs_A1	vascular_gate	up_in_B1
Ube2m	0.19431698007352	0.907027753473801	0.246	0.255	1	0.907027753473801	0.246	0.255	B1_vs_A1	vascular_gate	up_in_B1
Sfpq	0.194355552637146	0.414210110960608	0.277	0.285	1	0.414210110960608	0.277	0.285	B1_vs_A1	vascular_gate	up_in_B1
Nme1	0.194600199259127	0.655408511859528	0.227	0.229	1	0.655408511859528	0.227	0.229	B1_vs_A1	vascular_gate	up_in_B1
Fbxl3	0.19533582036656	0.73993263654444	0.175	0.212	1	0.73993263654444	0.175	0.212	B1_vs_A1	vascular_gate	up_in_B1
Rspry1	0.196428261926009	1.21358438573101	0.131	0.125	1	1.21358438573101	0.131	0.125	B1_vs_A1	vascular_gate	up_in_B1
Man1a2	0.197990539219035	0.536900755456791	0.154	0.185	1	0.536900755456791	0.154	0.185	B1_vs_A1	vascular_gate	up_in_B1
Ctcf	0.198130843178972	0.537991040705571	0.185	0.225	1	0.537991040705571	0.185	0.225	B1_vs_A1	vascular_gate	up_in_B1
Zfp560	0.198974339266874	0.791722534666473	0.084	0.102	1	0.791722534666473	0.084	0.102	B1_vs_A1	vascular_gate	up_in_B1
Gripap1	0.199069532060647	0.835243543443349	0.1	0.119	1	0.835243543443349	0.1	0.119	B1_vs_A1	vascular_gate	up_in_B1
Kctd17	0.199489778570095	1.1965342871576	0.109	0.133	1	1.1965342871576	0.109	0.133	B1_vs_A1	vascular_gate	up_in_B1
Cox6c	0.200565181449936	0.169730392842994	0.601	0.596	1	0.169730392842994	0.601	0.596	B1_vs_A1	vascular_gate	up_in_B1
Zfp24	0.201479688728297	0.205268267383081	0.093	0.111	1	0.205268267383081	0.093	0.111	B1_vs_A1	vascular_gate	up_in_B1
Ep300	0.202315059216164	0.944551732382516	0.192	0.194	1	0.944551732382516	0.192	0.194	B1_vs_A1	vascular_gate	up_in_B1
Naa50	0.20305258307287	0.526100151631313	0.123	0.148	1	0.526100151631313	0.123	0.148	B1_vs_A1	vascular_gate	up_in_B1
Adipor2	0.204094673395324	0.169343680649223	0.264	0.25	1	0.169343680649223	0.264	0.25	B1_vs_A1	vascular_gate	up_in_B1
Lmo2	0.205306002913704	-0.168464845609842	0.236	0.216	1	-0.168464845609842	0.236	0.216	B1_vs_A1	vascular_gate	up_in_A1
Kif26a	0.205836588742712	0.53200352265559	0.141	0.133	1	0.53200352265559	0.141	0.133	B1_vs_A1	vascular_gate	up_in_B1
Samd9l	0.206266357331422	0.242490119678187	0.115	0.137	1	0.242490119678187	0.115	0.137	B1_vs_A1	vascular_gate	up_in_B1
Rab5a	0.206603678926432	0.566651961417361	0.155	0.186	1	0.566651961417361	0.155	0.186	B1_vs_A1	vascular_gate	up_in_B1
Mindy3	0.208568979910335	0.624395661920285	0.1	0.121	1	0.624395661920285	0.1	0.121	B1_vs_A1	vascular_gate	up_in_B1
Usp48	0.208755946347348	1.19681065043715	0.131	0.127	1	1.19681065043715	0.131	0.127	B1_vs_A1	vascular_gate	up_in_B1
Atp6v0d1	0.209441738954477	0.596581458907237	0.163	0.195	1	0.596581458907237	0.163	0.195	B1_vs_A1	vascular_gate	up_in_B1
Sdha	0.209917015498297	0.28481015263279	0.24	0.282	1	0.28481015263279	0.24	0.282	B1_vs_A1	vascular_gate	up_in_B1
Myo18a	0.209981338606649	0.785662600816897	0.142	0.171	1	0.785662600816897	0.142	0.171	B1_vs_A1	vascular_gate	up_in_B1
Snapc1	0.211148725767851	1.02448234315708	0.082	0.1	1	1.02448234315708	0.082	0.1	B1_vs_A1	vascular_gate	up_in_B1
Srsf4	0.21174702649765	1.10222985201231	0.158	0.156	1	1.10222985201231	0.158	0.156	B1_vs_A1	vascular_gate	up_in_B1
Prpf40a	0.213728869757767	0.558124747689817	0.184	0.219	1	0.558124747689817	0.184	0.219	B1_vs_A1	vascular_gate	up_in_B1
Ywhaq	0.214317085424472	0.00845129085193141	0.343	0.385	1	0.00845129085193141	0.343	0.385	B1_vs_A1	vascular_gate	up_in_B1
Gopc	0.214701624857375	1.07018783365008	0.104	0.097	1	1.07018783365008	0.104	0.097	B1_vs_A1	vascular_gate	up_in_B1
Uimc1	0.215034997233341	0.742178714564303	0.098	0.119	1	0.742178714564303	0.098	0.119	B1_vs_A1	vascular_gate	up_in_B1
Nomo1	0.216260876671445	0.914360863941838	0.149	0.146	1	0.914360863941838	0.149	0.146	B1_vs_A1	vascular_gate	up_in_B1
Tbx1	0.217975084589513	-0.0775910403998537	0.104	0.12	1	-0.0775910403998537	0.104	0.12	B1_vs_A1	vascular_gate	up_in_A1
Fth1	0.218146525966687	0.057639311530199	0.958	0.958	1	0.057639311530199	0.958	0.958	B1_vs_A1	vascular_gate	up_in_B1
Rab22a	0.219034576441924	0.414697552828865	0.137	0.163	1	0.414697552828865	0.137	0.163	B1_vs_A1	vascular_gate	up_in_B1
Tbc1d23	0.220322901642693	1.49883113810768	0.1	0.094	1	1.49883113810768	0.1	0.094	B1_vs_A1	vascular_gate	up_in_B1
Lipe	0.220657336959858	0.108118395005087	0.093	0.108	1	0.108118395005087	0.093	0.108	B1_vs_A1	vascular_gate	up_in_B1
March7	0.22157196892341	0.875496022392764	0.197	0.199	1	0.875496022392764	0.197	0.199	B1_vs_A1	vascular_gate	up_in_B1
Parg	0.222105216120293	1.22417162296833	0.11	0.104	1	1.22417162296833	0.11	0.104	B1_vs_A1	vascular_gate	up_in_B1
Ranbp2	0.223029134437116	1.03085444059037	0.189	0.191	1	1.03085444059037	0.189	0.191	B1_vs_A1	vascular_gate	up_in_B1
Smarcad1	0.223524012004565	1.41863250786563	0.101	0.095	1	1.41863250786563	0.101	0.095	B1_vs_A1	vascular_gate	up_in_B1
Rnf115	0.224125325199741	1.07414647666671	0.138	0.135	1	1.07414647666671	0.138	0.135	B1_vs_A1	vascular_gate	up_in_B1
Actr1a	0.224830378204496	0.336751531631407	0.116	0.138	1	0.336751531631407	0.116	0.138	B1_vs_A1	vascular_gate	up_in_B1
Ythdc1	0.225088575023947	0.353532631759449	0.208	0.246	1	0.353532631759449	0.208	0.246	B1_vs_A1	vascular_gate	up_in_B1
Atp6v1a	0.225330336650575	0.732421869236126	0.182	0.182	1	0.732421869236126	0.182	0.182	B1_vs_A1	vascular_gate	up_in_B1
Ndfip2	0.226159304671802	0.490951240630602	0.167	0.199	1	0.490951240630602	0.167	0.199	B1_vs_A1	vascular_gate	up_in_B1
Wdr82	0.226379450646895	0.834975891939293	0.104	0.125	1	0.834975891939293	0.104	0.125	B1_vs_A1	vascular_gate	up_in_B1
Synrg	0.226390035847225	1.38403745582183	0.146	0.144	1	1.38403745582183	0.146	0.144	B1_vs_A1	vascular_gate	up_in_B1
Klf7	0.226823161146817	0.424638639131795	0.281	0.286	1	0.424638639131795	0.281	0.286	B1_vs_A1	vascular_gate	up_in_B1
Pon2	0.228552062456504	0.492647174969488	0.25	0.255	1	0.492647174969488	0.25	0.255	B1_vs_A1	vascular_gate	up_in_B1
Gimap6	0.22941968797078	0.0379550084310971	0.123	0.14	1	0.0379550084310971	0.123	0.14	B1_vs_A1	vascular_gate	up_in_B1
Pea15a	0.231061438064147	0.464478245181671	0.274	0.28	1	0.464478245181671	0.274	0.28	B1_vs_A1	vascular_gate	up_in_B1
Mysm1	0.231254802726749	1.29831967213206	0.163	0.164	1	1.29831967213206	0.163	0.164	B1_vs_A1	vascular_gate	up_in_B1
Orc4	0.231402946936263	0.428576399118354	0.093	0.111	1	0.428576399118354	0.093	0.111	B1_vs_A1	vascular_gate	up_in_B1
Baz2a	0.232030809847399	1.0919339185763	0.13	0.156	1	1.0919339185763	0.13	0.156	B1_vs_A1	vascular_gate	up_in_B1
Uqcrq	0.232256024019708	-0.0390327175787191	0.364	0.408	1	-0.0390327175787191	0.364	0.408	B1_vs_A1	vascular_gate	up_in_A1
Gbp3	0.23281196981694	-0.000355455942810723	0.102	0.119	1	-0.000355455942810723	0.102	0.119	B1_vs_A1	vascular_gate	up_in_A1
Zfc3h1	0.233818827278374	1.4211770483773	0.124	0.12	1	1.4211770483773	0.124	0.12	B1_vs_A1	vascular_gate	up_in_B1
Ssh1	0.234021424916894	1.00193967845497	0.087	0.104	1	1.00193967845497	0.087	0.104	B1_vs_A1	vascular_gate	up_in_B1
Lypla1	0.234066242003641	0.723227462131298	0.111	0.133	1	0.723227462131298	0.111	0.133	B1_vs_A1	vascular_gate	up_in_B1
Tmem123	0.235232129463113	0.19380605393649	0.181	0.213	1	0.19380605393649	0.181	0.213	B1_vs_A1	vascular_gate	up_in_B1
Rpl13	0.235642323135114	0.0171301278226617	0.842	0.809	1	0.0171301278226617	0.842	0.809	B1_vs_A1	vascular_gate	up_in_B1
Ppm1f	0.236441532437227	0.116153407535256	0.108	0.127	1	0.116153407535256	0.108	0.127	B1_vs_A1	vascular_gate	up_in_B1
Sbno1	0.236685498541043	0.583771604448653	0.18	0.215	1	0.583771604448653	0.18	0.215	B1_vs_A1	vascular_gate	up_in_B1
Golim4	0.237667962436132	0.407271746539897	0.277	0.283	1	0.407271746539897	0.277	0.283	B1_vs_A1	vascular_gate	up_in_B1
Ube2r2	0.23840370389959	0.371183777650657	0.209	0.246	1	0.371183777650657	0.209	0.246	B1_vs_A1	vascular_gate	up_in_B1
Ptpn9	0.238838360412385	1.27830425449061	0.126	0.121	1	1.27830425449061	0.126	0.121	B1_vs_A1	vascular_gate	up_in_B1
Aktip	0.239565896378535	0.787748239942525	0.113	0.135	1	0.787748239942525	0.113	0.135	B1_vs_A1	vascular_gate	up_in_B1
Rsbn1	0.239912315128501	0.61863620399345	0.134	0.161	1	0.61863620399345	0.134	0.161	B1_vs_A1	vascular_gate	up_in_B1
Phc3	0.241303636138509	1.12857242519947	0.156	0.156	1	1.12857242519947	0.156	0.156	B1_vs_A1	vascular_gate	up_in_B1
Grap	0.242260480225224	-0.121887243638539	0.131	0.15	1	-0.121887243638539	0.131	0.15	B1_vs_A1	vascular_gate	up_in_A1
Baz1b	0.242622070076115	0.872850393519731	0.219	0.225	1	0.872850393519731	0.219	0.225	B1_vs_A1	vascular_gate	up_in_B1
Cs	0.24272003932774	0.893715840335803	0.125	0.15	1	0.893715840335803	0.125	0.15	B1_vs_A1	vascular_gate	up_in_B1
Stx12	0.243148843297207	0.758695508967496	0.195	0.199	1	0.758695508967496	0.195	0.199	B1_vs_A1	vascular_gate	up_in_B1
Riok3	0.243549234649674	0.551359247004807	0.145	0.173	1	0.551359247004807	0.145	0.173	B1_vs_A1	vascular_gate	up_in_B1
Ankrd50	0.244202959065196	1.02861157383601	0.108	0.102	1	1.02861157383601	0.108	0.102	B1_vs_A1	vascular_gate	up_in_B1
Aspscr1	0.244477998263066	1.0130416786251	0.114	0.108	1	1.0130416786251	0.114	0.108	B1_vs_A1	vascular_gate	up_in_B1
Rnf19a	0.245316996183186	0.775201232385886	0.139	0.135	1	0.775201232385886	0.139	0.135	B1_vs_A1	vascular_gate	up_in_B1
Rab28	0.24806464657774	0.707818321540799	0.167	0.166	1	0.707818321540799	0.167	0.166	B1_vs_A1	vascular_gate	up_in_B1
Gtf3c1	0.248735431159652	0.770681869711239	0.094	0.111	1	0.770681869711239	0.094	0.111	B1_vs_A1	vascular_gate	up_in_B1
Zcchc24	0.248759622259096	0.457822373576846	0.119	0.111	1	0.457822373576846	0.119	0.111	B1_vs_A1	vascular_gate	up_in_B1
Arl5a	0.248764261670294	0.979217990958263	0.122	0.117	1	0.979217990958263	0.122	0.117	B1_vs_A1	vascular_gate	up_in_B1
Fermt2	0.248874451629633	-0.0256376226715658	0.324	0.357	1	-0.0256376226715658	0.324	0.357	B1_vs_A1	vascular_gate	up_in_A1
Pkn2	0.249031850648158	0.513817829806734	0.216	0.256	1	0.513817829806734	0.216	0.256	B1_vs_A1	vascular_gate	up_in_B1
Setd7	0.249437419539014	1.04909708415388	0.158	0.157	1	1.04909708415388	0.158	0.157	B1_vs_A1	vascular_gate	up_in_B1
Pitpna	0.250679943044553	0.399832455719861	0.268	0.278	1	0.399832455719861	0.268	0.278	B1_vs_A1	vascular_gate	up_in_B1
Fam45a	0.253163600864604	0.535029680054148	0.083	0.1	1	0.535029680054148	0.083	0.1	B1_vs_A1	vascular_gate	up_in_B1
March8	0.253678987099355	0.619094843523267	0.094	0.112	1	0.619094843523267	0.094	0.112	B1_vs_A1	vascular_gate	up_in_B1
Smap2	0.254071011734459	0.815970497514995	0.097	0.114	1	0.815970497514995	0.097	0.114	B1_vs_A1	vascular_gate	up_in_B1
Avl9	0.254159997221282	1.16844731780539	0.104	0.097	1	1.16844731780539	0.104	0.097	B1_vs_A1	vascular_gate	up_in_B1
Degs2	0.254884331349782	-0.191153849807675	0.148	0.164	1	-0.191153849807675	0.148	0.164	B1_vs_A1	vascular_gate	up_in_A1
Mbnl1	0.256500958199894	0.416073481073394	0.309	0.324	1	0.416073481073394	0.309	0.324	B1_vs_A1	vascular_gate	up_in_B1
Wdr26	0.25661124977625	0.42098518589993	0.192	0.226	1	0.42098518589993	0.192	0.226	B1_vs_A1	vascular_gate	up_in_B1
Mink1	0.256655837850782	0.989431864947503	0.132	0.128	1	0.989431864947503	0.132	0.128	B1_vs_A1	vascular_gate	up_in_B1
Cramp1l	0.257901828931347	1.23599494568732	0.114	0.109	1	1.23599494568732	0.114	0.109	B1_vs_A1	vascular_gate	up_in_B1
Akap9	0.25840791764421	0.650996322339496	0.196	0.234	1	0.650996322339496	0.196	0.234	B1_vs_A1	vascular_gate	up_in_B1
Sc5d	0.258801979526032	1.36006978550696	0.1	0.094	1	1.36006978550696	0.1	0.094	B1_vs_A1	vascular_gate	up_in_B1
BC005537	0.260494296534509	0.631694685803057	0.247	0.256	1	0.631694685803057	0.247	0.256	B1_vs_A1	vascular_gate	up_in_B1
Rcbtb1	0.260572120054631	0.961089892946644	0.104	0.097	1	0.961089892946644	0.104	0.097	B1_vs_A1	vascular_gate	up_in_B1
Ddx46	0.262973909019671	0.765803412646139	0.154	0.184	1	0.765803412646139	0.154	0.184	B1_vs_A1	vascular_gate	up_in_B1
Chpt1	0.263191418626397	0.65988471402158	0.172	0.171	1	0.65988471402158	0.172	0.171	B1_vs_A1	vascular_gate	up_in_B1
Mtmr6	0.26416044683119	0.649597925288572	0.17	0.17	1	0.649597925288572	0.17	0.17	B1_vs_A1	vascular_gate	up_in_B1
Zfp704	0.264241785423323	0.867110142194968	0.172	0.175	1	0.867110142194968	0.172	0.175	B1_vs_A1	vascular_gate	up_in_B1
Ubr2	0.265750182104518	1.24254195485613	0.182	0.188	1	1.24254195485613	0.182	0.188	B1_vs_A1	vascular_gate	up_in_B1
Rassf3	0.269321497605426	0.156463679901971	0.199	0.229	1	0.156463679901971	0.199	0.229	B1_vs_A1	vascular_gate	up_in_B1
Cbx6	0.269401149271061	0.728877639555917	0.209	0.25	1	0.728877639555917	0.209	0.25	B1_vs_A1	vascular_gate	up_in_B1
Wsb1	0.269417367847186	0.835133807515719	0.119	0.141	1	0.835133807515719	0.119	0.141	B1_vs_A1	vascular_gate	up_in_B1
Myef2	0.273071404735713	1.60712991580948	0.121	0.118	1	1.60712991580948	0.121	0.118	B1_vs_A1	vascular_gate	up_in_B1
Tm9sf4	0.274014890530862	0.923150258176461	0.12	0.142	1	0.923150258176461	0.12	0.142	B1_vs_A1	vascular_gate	up_in_B1
Nod1	0.279131945218257	0.821265148222985	0.135	0.131	1	0.821265148222985	0.135	0.131	B1_vs_A1	vascular_gate	up_in_B1
Rnf125	0.279894878728816	0.181610450644482	0.09	0.104	1	0.181610450644482	0.09	0.104	B1_vs_A1	vascular_gate	up_in_B1
Smad1	0.280741745871387	0.879504763670427	0.141	0.139	1	0.879504763670427	0.141	0.139	B1_vs_A1	vascular_gate	up_in_B1
Zmynd8	0.281438344680431	1.29794880513745	0.16	0.162	1	1.29794880513745	0.16	0.162	B1_vs_A1	vascular_gate	up_in_B1
Psmc5	0.281616294810682	0.547082100853737	0.219	0.259	1	0.547082100853737	0.219	0.259	B1_vs_A1	vascular_gate	up_in_B1
Add1	0.281642615470183	1.02597578041537	0.199	0.205	1	1.02597578041537	0.199	0.205	B1_vs_A1	vascular_gate	up_in_B1
Trip4	0.282396601436862	0.892357757653483	0.084	0.1	1	0.892357757653483	0.084	0.1	B1_vs_A1	vascular_gate	up_in_B1
Pnpla8	0.283414039208178	0.763212575741741	0.199	0.202	1	0.763212575741741	0.199	0.202	B1_vs_A1	vascular_gate	up_in_B1
Tmem9b	0.284180533621775	0.319412747984045	0.098	0.115	1	0.319412747984045	0.098	0.115	B1_vs_A1	vascular_gate	up_in_B1
Csnk1g2	0.285506503205514	0.604813877126571	0.215	0.254	1	0.604813877126571	0.215	0.254	B1_vs_A1	vascular_gate	up_in_B1
Nipa2	0.291926561505252	1.0634168486382	0.095	0.113	1	1.0634168486382	0.095	0.113	B1_vs_A1	vascular_gate	up_in_B1
Rbbp6	0.292863445360892	0.513496557849855	0.211	0.248	1	0.513496557849855	0.211	0.248	B1_vs_A1	vascular_gate	up_in_B1
Mtmr2	0.293913551645898	1.03374537235157	0.118	0.114	1	1.03374537235157	0.118	0.114	B1_vs_A1	vascular_gate	up_in_B1
Rabl6	0.294327166262271	1.38892326044705	0.142	0.143	1	1.38892326044705	0.142	0.143	B1_vs_A1	vascular_gate	up_in_B1
C2cd2	0.295524546041765	0.685342872893617	0.108	0.127	1	0.685342872893617	0.108	0.127	B1_vs_A1	vascular_gate	up_in_B1
Hdac7	0.295749474975469	0.828500971026031	0.185	0.188	1	0.828500971026031	0.185	0.188	B1_vs_A1	vascular_gate	up_in_B1
Ski	0.296849009156227	0.695644213931063	0.235	0.244	1	0.695644213931063	0.235	0.244	B1_vs_A1	vascular_gate	up_in_B1
Fbxo8	0.296916010324228	1.04168278361963	0.09	0.106	1	1.04168278361963	0.09	0.106	B1_vs_A1	vascular_gate	up_in_B1
Rtn4	0.29767754909094	0.26506282698744	0.294	0.34	1	0.26506282698744	0.294	0.34	B1_vs_A1	vascular_gate	up_in_B1
Ypel5	0.299521311589855	0.629171408785177	0.1	0.119	1	0.629171408785177	0.1	0.119	B1_vs_A1	vascular_gate	up_in_B1
Gon4l	0.300003632127483	0.948553890042542	0.136	0.161	1	0.948553890042542	0.136	0.161	B1_vs_A1	vascular_gate	up_in_B1
Cdc40	0.300200235515244	0.735738088478789	0.111	0.131	1	0.735738088478789	0.111	0.131	B1_vs_A1	vascular_gate	up_in_B1
Pdzd8	0.300379739393949	0.824543504609495	0.129	0.126	1	0.824543504609495	0.129	0.126	B1_vs_A1	vascular_gate	up_in_B1
Ppp1r2	0.300739886403594	0.173951218818997	0.295	0.338	1	0.173951218818997	0.295	0.338	B1_vs_A1	vascular_gate	up_in_B1
Usp33	0.302018317896147	1.40858503590787	0.103	0.099	1	1.40858503590787	0.103	0.099	B1_vs_A1	vascular_gate	up_in_B1
Cdh5	0.30262546914144	0.0670177738556067	0.264	0.248	1	0.0670177738556067	0.264	0.248	B1_vs_A1	vascular_gate	up_in_B1
Ccnl2	0.302670686792942	0.641890131341942	0.203	0.239	1	0.641890131341942	0.203	0.239	B1_vs_A1	vascular_gate	up_in_B1
Gmfb	0.30268444022834	0.8747360075485	0.138	0.135	1	0.8747360075485	0.138	0.135	B1_vs_A1	vascular_gate	up_in_B1
Ss18	0.302821918947238	0.651225790321574	0.141	0.167	1	0.651225790321574	0.141	0.167	B1_vs_A1	vascular_gate	up_in_B1
Grrp1	0.305809679098231	-0.552147532792871	0.151	0.161	1	-0.552147532792871	0.151	0.161	B1_vs_A1	vascular_gate	up_in_A1
Sh2d3c	0.306378371477417	0.434326982744743	0.094	0.107	1	0.434326982744743	0.094	0.107	B1_vs_A1	vascular_gate	up_in_B1
Rin3	0.308807099081724	0.093762736072714	0.111	0.126	1	0.093762736072714	0.111	0.126	B1_vs_A1	vascular_gate	up_in_B1
Tspan3	0.309574946145539	0.0632834099383703	0.239	0.273	1	0.0632834099383703	0.239	0.273	B1_vs_A1	vascular_gate	up_in_B1
Tnpo3	0.310294010030741	1.01077390616514	0.14	0.167	1	1.01077390616514	0.14	0.167	B1_vs_A1	vascular_gate	up_in_B1
Swap70	0.311572538104627	0.193369609028305	0.179	0.206	1	0.193369609028305	0.179	0.206	B1_vs_A1	vascular_gate	up_in_B1
Lrp1	0.311788023667565	-0.172121537067005	0.158	0.173	1	-0.172121537067005	0.158	0.173	B1_vs_A1	vascular_gate	up_in_A1
Larp4	0.311985113107671	0.707610941060304	0.114	0.134	1	0.707610941060304	0.114	0.134	B1_vs_A1	vascular_gate	up_in_B1
Naa15	0.312372404818212	0.87434764256282	0.131	0.155	1	0.87434764256282	0.131	0.155	B1_vs_A1	vascular_gate	up_in_B1
Jag2	0.312746264841375	0.284013741862467	0.174	0.165	1	0.284013741862467	0.174	0.165	B1_vs_A1	vascular_gate	up_in_B1
Zfp91	0.313022205335878	0.593925918116335	0.247	0.257	1	0.593925918116335	0.247	0.257	B1_vs_A1	vascular_gate	up_in_B1
Lmo4	0.315346913022147	0.902213041604097	0.161	0.161	1	0.902213041604097	0.161	0.161	B1_vs_A1	vascular_gate	up_in_B1
Dstyk	0.317123986397493	0.695608938996932	0.105	0.123	1	0.695608938996932	0.105	0.123	B1_vs_A1	vascular_gate	up_in_B1
Ube2v2	0.317637247990909	0.591884865569557	0.164	0.193	1	0.591884865569557	0.164	0.193	B1_vs_A1	vascular_gate	up_in_B1
Dcaf7	0.31780315210597	1.0913764959083	0.111	0.108	1	1.0913764959083	0.111	0.108	B1_vs_A1	vascular_gate	up_in_B1
Slc31a1	0.319172993804063	-0.171419957468591	0.17	0.192	1	-0.171419957468591	0.17	0.192	B1_vs_A1	vascular_gate	up_in_A1
Vkorc1l1	0.319176178072703	1.18087618303754	0.107	0.103	1	1.18087618303754	0.107	0.103	B1_vs_A1	vascular_gate	up_in_B1
Tuba1b	0.31941800506635	0.297716277641792	0.379	0.393	1	0.297716277641792	0.379	0.393	B1_vs_A1	vascular_gate	up_in_B1
Hook3	0.319433443781209	0.664304955958388	0.243	0.253	1	0.664304955958388	0.243	0.253	B1_vs_A1	vascular_gate	up_in_B1
Stat1	0.320509659512139	0.479642720593975	0.122	0.141	1	0.479642720593975	0.122	0.141	B1_vs_A1	vascular_gate	up_in_B1
Pkd2	0.321673510691882	0.550186368020866	0.165	0.192	1	0.550186368020866	0.165	0.192	B1_vs_A1	vascular_gate	up_in_B1
Pkm	0.321768592034057	-0.0997230296838474	0.364	0.404	1	-0.0997230296838474	0.364	0.404	B1_vs_A1	vascular_gate	up_in_A1
Arl3	0.322559427120486	0.79535198996789	0.21	0.218	1	0.79535198996789	0.21	0.218	B1_vs_A1	vascular_gate	up_in_B1
Pak2	0.322855788880951	0.0206258021160542	0.23	0.264	1	0.0206258021160542	0.23	0.264	B1_vs_A1	vascular_gate	up_in_B1
